SanDisk,2TB Extreme Portable SSD  Up to 1050MBs  USBC USB 32 Gen 2  External Solid State Drive  SDSSDE612T00G25 ,SanDisk 2TB Extreme Portable SSD  Up to 1050MBs  USBC USB 32 Gen 2  External Solid State Drive  SDSSDE612T00G25 ,$224.99,4.8 out of 5 stars,"46,720",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0138879KSIBG5WW5MSD&url=%2FSanDisk-2TB-Extreme-Portable-SDSSDE61-2T00-G25%2Fdp%2FB08HN37XC1%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946429%26sr%3D8-16-spons%26psc%3D1&qualifier=1635946429&id=5847270190048804&widgetName=sp_mtf
SAMSUNG,MZV8V1T0BAM 980 SSD 1TB  M2 NVMe Interface Internal Solid State Drive with VNAND Technology ,SAMSUNG MZV8V1T0BAM 980 SSD 1TB  M2 NVMe Interface Internal Solid State Drive with VNAND Technology ,$119.99,4.8 out of 5 stars,"4,283",https://www.amazon.com/SAMSUNG-MZ-V8V1T0B-AM-980-SSD/dp/B08V83JZH4/ref=sr_1_17?dchild=1&keywords=ssd&qid=1635946429&sr=8-17
870,EVO 1TB 25 Inch SATA III Internal SSD MZ77E1T0BAM ,870 EVO 1TB 25 Inch SATA III Internal SSD MZ77E1T0BAM ,$135.61,4.8 out of 5 stars,"10,280",https://www.amazon.com/SAMSUNG-Inch-Internal-MZ-77E1T0B-AM/dp/B08QBJ2YMG/ref=sr_1_18?dchild=1&keywords=ssd&qid=1635946429&sr=8-18
Samsung,T7 Portable SSD 1TB  Up to 1050MBs  USB 32 External Solid State Drive Gray MUPC1T0TAM ,Samsung T7 Portable SSD 1TB  Up to 1050MBs  USB 32 External Solid State Drive Gray MUPC1T0TAM ,$129.99,4.8 out of 5 stars,"12,079",https://www.amazon.com/SAMSUNG-Portable-SSD-1TB-MU-PC1T0T/dp/B0874XN4D8/ref=sr_1_19?dchild=1&keywords=ssd&qid=1635946429&sr=8-19
Seagate,FireCuda 530 2TB Solid State Drive  M2 PCIe Gen4 4 NVMe 14 speeds up to 7300 MBs Compatible PS5 Internal SSD 3D TLC NAND 1275 TBW 18M MTBF 3yr Rescue Services ZP2000GM30013 ,Seagate FireCuda 530 2TB Solid State Drive  M2 PCIe Gen4 4 NVMe 14 speeds up to 7300 MBs Compatible PS5 Internal SSD 3D TLC NAND 1275 TBW 18M MTBF 3yr Rescue Services ZP2000GM30013 ,$419.99,4.8 out of 5 stars,"1,383",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A06328161KJ36YHO8CK7H&url=%2FSeagate-FireCuda-Solid-State-Drive%2Fdp%2FB08Q55DGGY%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946429%26sr%3D8-21-spons%26psc%3D1&qualifier=1635946429&id=5847270190048804&widgetName=sp_btf
WDBLACK,1TB SN750 SE NVMe Internal Gaming SSD Solid State Drive  Gen4 PCIe M2 2280 Up to 3600 MBs  WDS100T1B0E ,WDBLACK 1TB SN750 SE NVMe Internal Gaming SSD Solid State Drive  Gen4 PCIe M2 2280 Up to 3600 MBs  WDS100T1B0E ,$99.99,4.8 out of 5 stars,"13,111",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A03982343H0P7LN5DZCA5&url=%2FWD_BLACK-SN750-Internal-Gaming-Solid%2Fdp%2FB095HB3L6G%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946429%26sr%3D8-22-spons%26psc%3D1&qualifier=1635946429&id=5847270190048804&widgetName=sp_btf
SanDisk,2TB Extreme PRO Portable SSD  Up to 2000MBs  USBC USB 32 Gen 2x2  External Solid State Drive  SDSSDE812T00G25 ,SanDisk 2TB Extreme PRO Portable SSD  Up to 2000MBs  USBC USB 32 Gen 2x2  External Solid State Drive  SDSSDE812T00G25 ,$329.99,4.8 out of 5 stars,"5,427",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A0560845JJVHCXILH767&url=%2FSanDisk-2TB-Extreme-Portable-SDSSDE81-2T00-G25%2Fdp%2FB08GV4YYV7%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946433%26sr%3D8-17-spons%26psc%3D1&qualifier=1635946433&id=4007876473984014&widgetName=sp_atf_next
U32,Shadow Dura 4TB USBC Rugged Portable Solid State Drive SSD ,U32 Shadow Dura 4TB USBC Rugged Portable Solid State Drive SSD ,$539.00,4.6 out of 5 stars,177,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A04659873NEEO4TU2Z97N&url=%2FShadow-USB-C-Rugged-Portable-Solid%2Fdp%2FB086WNFLYH%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946433%26sr%3D8-18-spons%26psc%3D1&qualifier=1635946433&id=4007876473984014&widgetName=sp_atf_next
Western,Digital 1TB WD Blue SN550 NVMe Internal SSD  Gen3 x4 PCIe 8Gbs M2 2280 3D NAND Up to 2400 MBs  WDS100T2B0C ,Western Digital 1TB WD Blue SN550 NVMe Internal SSD  Gen3 x4 PCIe 8Gbs M2 2280 3D NAND Up to 2400 MBs  WDS100T2B0C ,$94.99,4.8 out of 5 stars,"14,288",https://www.amazon.com/Blue-SN550-1TB-NVMe-Internal/dp/B07YFFX5MD/ref=sr_1_19?dchild=1&keywords=ssd&qid=1635946433&sr=8-19
Crucial,X8 2TB Portable SSD  Up to 1050MBs  USB 32  External Solid State Drive USBC USBA  CT2000X8SSD9 Black ,Crucial X8 2TB Portable SSD  Up to 1050MBs  USB 32  External Solid State Drive USBC USBA  CT2000X8SSD9 Black ,$274.99,4.6 out of 5 stars,564,https://www.amazon.com/Crucial-2TB-Portable-SSD-USB/dp/B08C3XVP2P/ref=sr_1_20?dchild=1&keywords=ssd&qid=1635946433&sr=8-20
SanDisk,2TB Extreme PRO Portable SSD  Up to 2000MBs  USBC USB 32 Gen 2x2  External Solid State Drive  SDSSDE812T00G25 ,SanDisk 2TB Extreme PRO Portable SSD  Up to 2000MBs  USBC USB 32 Gen 2x2  External Solid State Drive  SDSSDE812T00G25 ,$329.99,4.8 out of 5 stars,"5,427",https://www.amazon.com/SanDisk-2TB-Extreme-Portable-SDSSDE81-2T00-G25/dp/B08GV4YYV7/ref=sr_1_21?dchild=1&keywords=ssd&qid=1635946433&sr=8-21
SanDisk,Ultra 3D NAND 500GB Internal SSD  SATA III 6 Gbs 25 Inch 7 mm Up to 560 MBs  SDSSDH3500GG25 ,SanDisk Ultra 3D NAND 500GB Internal SSD  SATA III 6 Gbs 25 Inch 7 mm Up to 560 MBs  SDSSDH3500GG25 ,$54.00,4.8 out of 5 stars,"21,869",https://www.amazon.com/SanDisk-Ultra-NAND-500GB-Internal/dp/B072R78B6Q/ref=sr_1_22?dchild=1&keywords=ssd&qid=1635946433&sr=8-22
Western,Digital 1TB WD Green Internal PC SSD Solid State Drive  SATA III 6 Gbs 257mm Up to 550 MBs  WDS100T2G0A ,Western Digital 1TB WD Green Internal PC SSD Solid State Drive  SATA III 6 Gbs 257mm Up to 550 MBs  WDS100T2G0A ,$79.99,4.8 out of 5 stars,"5,491",https://www.amazon.com/Green-1TB-Internal-SSD-WDS100T2G0A/dp/B07NNRTTCM/ref=sr_1_23?dchild=1&keywords=ssd&qid=1635946433&sr=8-23
Western,Digital 500GB WD Blue 3D NAND Internal PC SSD  SATA III 6 Gbs M2 2280 Up to 560 MBs  WDS500G2B0B ,Western Digital 500GB WD Blue 3D NAND Internal PC SSD  SATA III 6 Gbs M2 2280 Up to 560 MBs  WDS500G2B0B ,$54.99,4.8 out of 5 stars,"9,710",https://www.amazon.com/Blue-NAND-500GB-SSD-WDS500G2B0B/dp/B073SBX6TY/ref=sr_1_24?dchild=1&keywords=ssd&qid=1635946433&sr=8-24
Crucial,P2 1TB 3D NAND NVMe PCIe M2 SSD Up to 2400MBs  CT1000P2SSD8 ,Crucial P2 1TB 3D NAND NVMe PCIe M2 SSD Up to 2400MBs  CT1000P2SSD8 ,$83.99,4.7 out of 5 stars,"10,641",https://www.amazon.com/Crucial-NAND-NVMe-PCIe-2400MB/dp/B089DNM8LR/ref=sr_1_25?dchild=1&keywords=ssd&qid=1635946433&sr=8-25
Crucial,MX500 250GB 3D NAND SATA 25 Inch Internal SSD up to 560MBs  CT250MX500SSD1 ,Crucial MX500 250GB 3D NAND SATA 25 Inch Internal SSD up to 560MBs  CT250MX500SSD1 ,$39.99,4.8 out of 5 stars,"46,173",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06998232ZI9IANN30MI&url=%2FCrucial-MX500-250GB-NAND-Internal%2Fdp%2FB0781VSXBP%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946433%26sr%3D8-27-spons%26psc%3D1&qualifier=1635946433&id=4007876473984014&widgetName=sp_mtf
Samsung,970 EVO Plus Series  250GB PCIe NVMe  M2 Internal SSD MZV7S250BAM ,Samsung 970 EVO Plus Series  250GB PCIe NVMe  M2 Internal SSD MZV7S250BAM ,$54.99,4.9 out of 5 stars,"28,878",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A05760873KNMELCQF36CL&url=%2FSamsung-970-EVO-Plus-MZ-V7S250B%2Fdp%2FB07MG119KG%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946433%26sr%3D8-28-spons%26psc%3D1&qualifier=1635946433&id=4007876473984014&widgetName=sp_mtf
WDBLACK,4TB AN1500 NVMe Internal Gaming Solid State Drive SSD AddInCard  Gen3 PCIe Up to 6500 MBs  WDS400T1X0L ,WDBLACK 4TB AN1500 NVMe Internal Gaming Solid State Drive SSD AddInCard  Gen3 PCIe Up to 6500 MBs  WDS400T1X0L ,$999.99,4.1 out of 5 stars,85,https://www.amazon.com/WD_Black-AN1500-Internal-Gaming-Card/dp/B08HBPMPZ2/ref=sr_1_29?dchild=1&keywords=ssd&qid=1635946433&sr=8-29
WDBLACK,1TB SN750 SE NVMe Internal Gaming SSD Solid State Drive  Gen4 PCIe M2 2280 Up to 3600 MBs  WDS100T1B0E ,WDBLACK 1TB SN750 SE NVMe Internal Gaming SSD Solid State Drive  Gen4 PCIe M2 2280 Up to 3600 MBs  WDS100T1B0E ,$99.99,4.8 out of 5 stars,"13,111",https://www.amazon.com/WD_BLACK-SN750-Internal-Gaming-Solid/dp/B095HB3L6G/ref=sr_1_30?dchild=1&keywords=ssd&qid=1635946433&sr=8-30
Crucial,P5 2TB 3D NAND NVMe Internal SSD up to 3400MBs  CT2000P5SSD8 ,Crucial P5 2TB 3D NAND NVMe Internal SSD up to 3400MBs  CT2000P5SSD8 ,$289.99,4.8 out of 5 stars,"5,785",https://www.amazon.com/Crucial-NAND-NVMe-Internal-3400MB/dp/B0892TWDP1/ref=sr_1_31?dchild=1&keywords=ssd&qid=1635946433&sr=8-31
Corsair,Force Series MP600 1TB Gen4 PCIe X4 NVMe M2 SSD Up to 4950 MBs CSSDF1000GBMP600 ,Corsair Force Series MP600 1TB Gen4 PCIe X4 NVMe M2 SSD Up to 4950 MBs CSSDF1000GBMP600 ,$139.99,4.8 out of 5 stars,"8,630",https://www.amazon.com/Corsair-Force-MP600-Gen4-PCIe/dp/B07SQZYW2V/ref=sr_1_35?dchild=1&keywords=ssd&qid=1635946433&sr=8-35
SK,hynix Gold S31 1TB SATA Gen3 25 inch Internal SSD  SSD 1TB  Up to 560MBS  Solid State Drive  Compact 25 SSD Form Factor SK hynix SSD  Internal Solid State Drive  SATA SSD ,SK hynix Gold S31 1TB SATA Gen3 25 inch Internal SSD  SSD 1TB  Up to 560MBS  Solid State Drive  Compact 25 SSD Form Factor SK hynix SSD  Internal Solid State Drive  SATA SSD ,$123.81,4.7 out of 5 stars,"12,398",https://www.amazon.com/SK-hynix-Gold-NAND-Internal/dp/B07SNHB4RC/ref=sr_1_36?dchild=1&keywords=ssd&qid=1635946433&sr=8-36
Crucial,P5 Plus 500GB PCIe 40 3D NAND NVMe M2 SSD up to 6600MBs  CT500P5PSSD8 ,Crucial P5 Plus 500GB PCIe 40 3D NAND NVMe M2 SSD up to 6600MBs  CT500P5PSSD8 ,$90.99,4.8 out of 5 stars,"5,785",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A055385727T2KW56E675&url=%2FCrucial-Plus-500GB-PCIe-6600MB%2Fdp%2FB098W1NDV2%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946433%26sr%3D8-37-spons%26psc%3D1&qualifier=1635946433&id=4007876473984014&widgetName=sp_btf
Seagate,Storage Expansion Card for Xbox Series XS 1TB Solid State Drive  NVMe Expansion SSD for Xbox Series XS STJR1000400 ,Seagate Storage Expansion Card for Xbox Series XS 1TB Solid State Drive  NVMe Expansion SSD for Xbox Series XS STJR1000400 ,$219.99,4.8 out of 5 stars,"7,146",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0469307EYUYDMI5ZV9Y&url=%2FSeagate-Storage-Expansion-Solid-State%2Fdp%2FB08K3S6WJM%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946433%26sr%3D8-38-spons%26psc%3D1&qualifier=1635946433&id=4007876473984014&widgetName=sp_btf
Kingston,FURY Renegade RGB 64GB 2x32GB 3200MHz DDR4 CL16 Desktop Memory Kit of 2 KF432C16RBAK264 ,Kingston FURY Renegade RGB 64GB 2x32GB 3200MHz DDR4 CL16 Desktop Memory Kit of 2 KF432C16RBAK264 ,$279.99,5.0 out of 5 stars,7,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0936109X5B3G8Z8DE3L&url=%2FKingston-FURY-Renegade-KF432C16RBAK2-64%2Fdp%2FB097TR2CL6%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946435%26sr%3D8-33-spons%26psc%3D1&qualifier=1635946435&id=2757407975252448&widgetName=sp_atf_next
Micro,Connectors M2 NVMe  M2 SATA 110mm SSD PCIe x4 Adapter with Heat Sink ,Micro Connectors M2 NVMe  M2 SATA 110mm SSD PCIe x4 Adapter with Heat Sink ,$21.19,4.6 out of 5 stars,"1,966",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A1038457LCRDE2P9301Z&url=%2FMicro-Connectors-NVMe-110mm-Adapter%2Fdp%2FB07FL21SZL%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946435%26sr%3D8-34-spons%26psc%3D1&qualifier=1635946435&id=2757407975252448&widgetName=sp_atf_next
Lexar,NS100 128GB 25 SATA III Internal SSD Solid State Drive Up To 520MBs Read LNS100128RBNA ,Lexar NS100 128GB 25 SATA III Internal SSD Solid State Drive Up To 520MBs Read LNS100128RBNA ,$21.59,4.7 out of 5 stars,"2,748",https://www.amazon.com/Lexar-NS100-128GB-Solid-State-Drive/dp/B07TKGGJ1T/ref=sr_1_39?dchild=1&keywords=ssd&qid=1635946435&sr=8-39
Sabrent,4TB Rocket Q4 NVMe PCIe 40 M2 2280 Internal SSD Maximum Performance Solid State Drive with Heatsink  RW 49003500 MBs SBRKTQ4HTSS4TB ,Sabrent 4TB Rocket Q4 NVMe PCIe 40 M2 2280 Internal SSD Maximum Performance Solid State Drive with Heatsink  RW 49003500 MBs SBRKTQ4HTSS4TB ,$721.63,4.8 out of 5 stars,794,https://www.amazon.com/Sabrent-Internal-Performance-Heatsink-SB-RKTQ4-HTSS-4TB/dp/B08D2TC7DY/ref=sr_1_40?dchild=1&keywords=ssd&qid=1635946435&sr=8-40
SAMSUNG,MZV7E500BW 970 EVO SSD 500GB  M2 NVMe Interface Internal Solid State Drive with VNAND Technology BlackRed ,SAMSUNG MZV7E500BW 970 EVO SSD 500GB  M2 NVMe Interface Internal Solid State Drive with VNAND Technology BlackRed ,$164.99,4.9 out of 5 stars,"34,590",https://www.amazon.com/Samsung-970-EVO-500GB-MZ-V7E500BW/dp/B07BN4NJ2J/ref=sr_1_41?dchild=1&keywords=ssd&qid=1635946435&sr=8-41
Sabrent,2TB Rocket NVMe 40 Gen4 PCIe M2 Internal SSD Extreme Performance Solid State Drive SBROCKETNVMe42TB ,Sabrent 2TB Rocket NVMe 40 Gen4 PCIe M2 Internal SSD Extreme Performance Solid State Drive SBROCKETNVMe42TB ,$405.00,4.7 out of 5 stars,"10,264",https://www.amazon.com/Sabrent-Internal-Extreme-Performance-SB-ROCKET-NVMe4-2TB/dp/B07TN1MNJ4/ref=sr_1_42?dchild=1&keywords=ssd&qid=1635946435&sr=8-42
SAMSUNG,970 EVO Plus SSD 500GB  M2 NVMe Interface Internal Solid State Drive with VNAND Technology MZV7S500BAM ,SAMSUNG 970 EVO Plus SSD 500GB  M2 NVMe Interface Internal Solid State Drive with VNAND Technology MZV7S500BAM ,$79.99,4.9 out of 5 stars,"28,878",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05759315FJL68EE3PPS&url=%2FSamsung-970-EVO-Plus-MZ-V7S500B%2Fdp%2FB07M7Q21N7%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946435%26sr%3D8-43-spons%26psc%3D1&qualifier=1635946435&id=2757407975252448&widgetName=sp_mtf
Crucial,P2 1TB 3D NAND NVMe PCIe M2 SSD Up to 2400MBs  CT1000P2SSD8 ,Crucial P2 1TB 3D NAND NVMe PCIe M2 SSD Up to 2400MBs  CT1000P2SSD8 ,$83.99,4.7 out of 5 stars,"10,641",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A03739242QEIVWC31K2QC&url=%2FCrucial-NAND-NVMe-PCIe-2400MB%2Fdp%2FB089DNM8LR%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635946435%26sr%3D8-44-spons%26psc%3D1&qualifier=1635946435&id=2757407975252448&widgetName=sp_mtf
Intel,SSD D3S4510 SSDSC2KB038T801 384TB 3D NAND TLC SATA 6Gbs 25Inch Enterprise Solid State Drive ,Intel SSD D3S4510 SSDSC2KB038T801 384TB 3D NAND TLC SATA 6Gbs 25Inch Enterprise Solid State Drive ,$851.05,5.0 out of 5 stars,2,https://www.amazon.com/Intel-D3-S4510-SSDSC2KB038T801-2-5-Inch-Enterprise/dp/B07H1RYNS8/ref=sr_1_47?dchild=1&keywords=ssd&qid=1635946435&sr=8-47
PNY,CS2130 1TB M2 PCIe NVMe Gen3 x4 Internal Solid State Drive SSD Read up to 3500  M280CS21301TBRB ,PNY CS2130 1TB M2 PCIe NVMe Gen3 x4 Internal Solid State Drive SSD Read up to 3500  M280CS21301TBRB ,$111.41,4.8 out of 5 stars,"1,037",https://www.amazon.com/PNY-CS2130-Internal-Solid-State/dp/B0869B4Q66/ref=sr_1_50?dchild=1&keywords=ssd&qid=1635946435&sr=8-50
