Manufacturer,Model,Description,Price,Rating,no. of reviews,url
AT&T,"EL50003 Accessory Cordless Handset, White | Requires AT&T EL52103, EL52203, EL52253,EL52303, EL52353, EL52403, or EL52503 to Operate, Silver, 6.90 x 3.00 x 3.40 inches ","AT&T EL50003 Accessory Cordless Handset, White | Requires AT&T EL52103, EL52203, EL52253,EL52303, EL52353, EL52403, or EL52503 to Operate, Silver, 6.90 x 3.00 x 3.40 inches ",$18.71,4.3 out of 5 stars,"2,072",https://www.amazon.com/AT-EL50003-Accessory-Handset-EL52103/dp/B00FTG7XKK/ref=sr_1_304?dchild=1&keywords=phones&qid=1634926038&sr=8-304
Manufacturer,Model,Description,Price,Rating,no. of reviews,url
Amazon,Basics MFi-Certified Lightning to USB A Cable for Apple iPhone and iPad - 10 Feet (3 Meters) - White ,Amazon Basics MFi-Certified Lightning to USB A Cable for Apple iPhone and iPad - 10 Feet (3 Meters) - White ,$15.19,4.5 out of 5 stars,"14,317",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A069621528L2J2KA7OJ4E&url=%2FAmazonBasics-Lightning-USB-Cable-Certified%2Fdp%2FB07DCGFWNQ%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926046%26sr%3D8-1-spons%26psc%3D1&qualifier=1634926046&id=3572854877987828&widgetName=sp_atf
Legrand,"- Pass & Seymour radiant Decorator Outlet with 3.1 Amp USB Charger, White, Comes with Wall Plate, TM826USBWPWCCV4 ","Legrand - Pass & Seymour radiant Decorator Outlet with 3.1 Amp USB Charger, White, Comes with Wall Plate, TM826USBWPWCCV4 ",$21.40,4.5 out of 5 stars,238,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A055547014GK7HHOWP2H8&url=%2FLegrand-TM826USBWPWCCV4-Tamper-Resistant-Smartphones-Screwless%2Fdp%2FB07KBRZ93V%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926046%26sr%3D8-2-spons%26psc%3D1&qualifier=1634926046&id=3572854877987828&widgetName=sp_atf
TIKRO,iPhone Charger [Apple MFi Certified] 5 Pack - 6FT Lightning Cable Nylon Woven High Speed Data Sync Cord Compatible iPhone 12 11 Pro Max X 8 7 6S Plus SE - Color ,TIKRO iPhone Charger [Apple MFi Certified] 5 Pack - 6FT Lightning Cable Nylon Woven High Speed Data Sync Cord Compatible iPhone 12 11 Pro Max X 8 7 6S Plus SE - Color ,$9.96,4.7 out of 5 stars,257,https://www.amazon.com/TIKRO-iPhone-Charger-Apple-Certified/dp/B09D7SNBFW/ref=sr_1_5?dchild=1&keywords=chargers&qid=1634926046&qsid=130-6755579-5948028&sr=8-5&sres=B09B52572Z%2CB08NVX6M88%2CB09D7SNBFW%2CB088R2ZT1X%2CB08YDSSD7P%2CB07PHSF8DP%2CB08XQ41Z1H%2CB07PHB491R%2CB098DPMLGW%2CB092MP3GYB%2CB0922XNNGN%2CB09BNDR17R%2CB07PRQ1BX7%2CB07TK6MPNB%2CB07RB54XJ2%2CB09D7NN6YZ&srpt=ELECTRONIC_CABLE
WZK,"Colorful 6 Pack iPhone Charger, 2.9/2.9/6/6/10/10 FT [Apple MFi Certified] Lightning Cable Compatible iPhone12 11 Pro Max XR XS X More Series ","WZK Colorful 6 Pack iPhone Charger, 2.9/2.9/6/6/10/10 FT [Apple MFi Certified] Lightning Cable Compatible iPhone12 11 Pro Max XR XS X More Series ",$11.99,4.5 out of 5 stars,"5,913",https://www.amazon.com/WZK-Colorful-Certified-Lightning-Compatible/dp/B08XQ41Z1H/ref=sr_1_10?dchild=1&keywords=chargers&qid=1634926046&qsid=130-6755579-5948028&sr=8-10&sres=B09B52572Z%2CB08NVX6M88%2CB09D7SNBFW%2CB088R2ZT1X%2CB08YDSSD7P%2CB07PHSF8DP%2CB08XQ41Z1H%2CB07PHB491R%2CB098DPMLGW%2CB092MP3GYB%2CB0922XNNGN%2CB09BNDR17R%2CB07PRQ1BX7%2CB07TK6MPNB%2CB07RB54XJ2%2CB09D7NN6YZ&srpt=ELECTRONIC_CABLE
Panasonic,"BK-3MCCA4BA eneloop AA 2100 Cycle Ni-MH Pre-Charged Rechargeable Batteries, 4 Pack ","Panasonic BK-3MCCA4BA eneloop AA 2100 Cycle Ni-MH Pre-Charged Rechargeable Batteries, 4 Pack ",$12.99,4.8 out of 5 stars,"3,932",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A01322001DJRAYRL1PP1Z&url=%2FPanasonic-BK-3MCCA4BA-eneloop-Pre-Charged-Rechargeable%2Fdp%2FB00JHKSN76%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926046%26sr%3D8-12-spons%26psc%3D1&qualifier=1634926046&id=3572854877987828&widgetName=sp_mtf
Belkin,"USB-C Wall Charger 20W - PD Fast Charging USB-C Adapter - Ultra Compact Type C Port Mini Charging Block for iPhone 13 Series, 12 Series, 11 Series, Samsung Galaxy, Pixel, and More ","Belkin USB-C Wall Charger 20W - PD Fast Charging USB-C Adapter - Ultra Compact Type C Port Mini Charging Block for iPhone 13 Series, 12 Series, 11 Series, Samsung Galaxy, Pixel, and More ",$16.99,4.7 out of 5 stars,100,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A06768583OBS6RWD7J6I3&url=%2FBelkin-USB-C-Wall-Charger-20W%2Fdp%2FB0921CDMRL%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926046%26sr%3D8-17-spons%26psc%3D1&qualifier=1634926046&id=3572854877987828&widgetName=sp_mtf
MUXA,iPhone Charger [Apple MFi Certified] 6Pack 3/3/6/6/6/10 FT Nylon Braided Fast Charging Lightning Cable Compatible iPhone 13 12 11 Pro Max XS X ,MUXA iPhone Charger [Apple MFi Certified] 6Pack 3/3/6/6/6/10 FT Nylon Braided Fast Charging Lightning Cable Compatible iPhone 13 12 11 Pro Max XS X ,$11.99,4.7 out of 5 stars,797,https://www.amazon.com/MUXA-Certified-Charging-Lightning-Compatible/dp/B09D7NN6YZ/ref=sr_1_21?dchild=1&keywords=chargers&qid=1634926046&qsid=130-6755579-5948028&sr=8-21&sres=B09B52572Z%2CB08NVX6M88%2CB09D7SNBFW%2CB088R2ZT1X%2CB08YDSSD7P%2CB07PHSF8DP%2CB08XQ41Z1H%2CB07PHB491R%2CB098DPMLGW%2CB092MP3GYB%2CB0922XNNGN%2CB09BNDR17R%2CB07PRQ1BX7%2CB07TK6MPNB%2CB07RB54XJ2%2CB09D7NN6YZ&srpt=ELECTRONIC_CABLE
Amazon,"Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter, Not Compatible with iPhone 12) ","Amazon Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter, Not Compatible with iPhone 12) ",$17.30,4.3 out of 5 stars,418,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0215502163H2BEM7K3A4&url=%2FAmazonBasics-Certified-Wireless-Charging-Stand%2Fdp%2FB0874YN8B9%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926046%26sr%3D8-22-spons%26psc%3D1&qualifier=1634926046&id=3572854877987828&widgetName=sp_btf
FINIS,"Duo MP3Player Replacement Charger, Black (1.30.074) ","FINIS Duo MP3Player Replacement Charger, Black (1.30.074) ",$18.99,4.2 out of 5 stars,13,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08499851E1NNHEC0VTZJ&url=%2FFINIS-MP3Player-Replacement-Charger-1-30-074%2Fdp%2FB08BX9F5PP%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926051%26sr%3D8-17-spons%26psc%3D1&qualifier=1634926051&id=3147676411605315&widgetName=sp_atf_next
OtterBox,Performance Dual USB-A Port Wall Charger + USB-A to USB-C Cable - Black - 24W - 3.3FT - Black (78-80278) ,OtterBox Performance Dual USB-A Port Wall Charger + USB-A to USB-C Cable - Black - 24W - 3.3FT - Black (78-80278) ,$31.96,4.1 out of 5 stars,6,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A06077423F69HKF6JKPZS&url=%2FOtterBox-Performance-Charger-USB-C-Cable%2Fdp%2FB08M5PWB89%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926051%26sr%3D8-18-spons%26psc%3D1&qualifier=1634926051&id=3147676411605315&widgetName=sp_atf_next
mophie,"Wireless Charging Stand+ Wireless Charging Stand and pad with USB-A Port. for AirPods, Apple Watch, iPhone, Samsung Galaxy, Qi-Enabled Devices ","mophie Wireless Charging Stand+ Wireless Charging Stand and pad with USB-A Port. for AirPods, Apple Watch, iPhone, Samsung Galaxy, Qi-Enabled Devices ",$79.95,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03239253T91EH7OOR1TL&url=%2FWireless-Charging-AirPods-Samsung-Qi-Enabled%2Fdp%2FB099BDNRJG%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926051%26sr%3D8-27-spons%26psc%3D1&qualifier=1634926051&id=3147676411605315&widgetName=sp_mtf
Belkin,"BoostCharge 15W Fast Wireless Charger Pad, with Included Wall Charger and Cable, Compatible with iPhone 13, 12, 11, Pro, Pro Max, Galaxy, Pixel and Other Qi Enabled Devices (White) ","Belkin BoostCharge 15W Fast Wireless Charger Pad, with Included Wall Charger and Cable, Compatible with iPhone 13, 12, 11, Pro, Pro Max, Galaxy, Pixel and Other Qi Enabled Devices (White) ",$39.99,4.3 out of 5 stars,668,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0835814X08NQLUGCOW5&url=%2FBelkin-Wireless-Charger-Charging-WIA002%2Fdp%2FB08DJ8Y2LK%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926051%26sr%3D8-28-spons%26psc%3D1&qualifier=1634926051&id=3147676411605315&widgetName=sp_mtf
Amazon,"Basics ABS USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, White, 6-Ft ","Amazon Basics ABS USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, White, 6-Ft ",$9.40,4.6 out of 5 stars,"31,516",https://www.amazon.com/AmazonBasics-Lightning-USB-Cable-Certified/dp/B082T6K8XX/ref=sr_1_31?dchild=1&keywords=chargers&qid=1634926051&sr=8-31
Belkin,"BoostCharge 10W Fast Wireless Charging Stand, Includes QuickCharge 3.0 Wall Charger and Cable, Case Compatible for iPhones, Galaxy, Pixel and Other Qi Enabled Devices (Includes AC Adapter) ","Belkin BoostCharge 10W Fast Wireless Charging Stand, Includes QuickCharge 3.0 Wall Charger and Cable, Case Compatible for iPhones, Galaxy, Pixel and Other Qi Enabled Devices (Includes AC Adapter) ",$24.99,4.5 out of 5 stars,410,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A08435701OO1LY1KAFDXF&url=%2FBelkin-Wireless-Charging-Stand-10W%2Fdp%2FB086L55NPN%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926051%26sr%3D8-37-spons%26psc%3D1&qualifier=1634926051&id=3147676411605315&widgetName=sp_btf
RND,Apple Certified Lightning USB 6ft Cable for iPhone (10/X/8/8 Plus/7/7 Plus/6/6 Plus/6S /6S Plus/5/5S/5C/SE) iPad (Pro/Air/Mini) and iPod Data Sync and Charge Cable (6 feet/1.8M/White) ,RND Apple Certified Lightning USB 6ft Cable for iPhone (10/X/8/8 Plus/7/7 Plus/6/6 Plus/6S /6S Plus/5/5S/5C/SE) iPad (Pro/Air/Mini) and iPod Data Sync and Charge Cable (6 feet/1.8M/White) ,$12.99,3.9 out of 5 stars,29,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A013451463AV4YD4ZC1J&url=%2FRND-Certified-Lightning-iPhone-Charge%2Fdp%2FB00T20YUX2%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926051%26sr%3D8-38-spons%26psc%3D1&qualifier=1634926051&id=3147676411605315&widgetName=sp_btf
Belkin,"BoostCharge 10W Fast Wireless Charging Stand, Includes QuickCharge 3.0 Wall Charger and Cable, Case Compatible for iPhones, Galaxy, Pixel and Other Qi Enabled Devices (includes AC adapter) ","Belkin BoostCharge 10W Fast Wireless Charging Stand, Includes QuickCharge 3.0 Wall Charger and Cable, Case Compatible for iPhones, Galaxy, Pixel and Other Qi Enabled Devices (includes AC adapter) ",$24.99,4.5 out of 5 stars,"1,329",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0843694YNEKQGLH5L5D&url=%2FBelkin-Wireless-Charging-Stand-10W%2Fdp%2FB086KZWRDB%2Fref%3Dsr_1_41_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926055%26sr%3D8-41-spons%26psc%3D1&qualifier=1634926055&id=1523329680210415&widgetName=sp_mtf
OtterBox,Performance Plus Dual USB-A Ports Wall Charger - 24W - Black (78-80273) ,OtterBox Performance Plus Dual USB-A Ports Wall Charger - 24W - Black (78-80273) ,$24.70,5.0 out of 5 stars,3,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A06076422BUK6OVOPOVQA&url=%2FOtterBox-Performance-Plus-Ports-Charger%2Fdp%2FB08M5W491P%2Fref%3Dsr_1_42_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926055%26sr%3D8-42-spons%26psc%3D1&qualifier=1634926055&id=1523329680210415&widgetName=sp_mtf
JE,Oklahoma Sooners Universal Wireless Charger ,JE Oklahoma Sooners Universal Wireless Charger ,$16.74,4.1 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05703851818J8NO99TUF&url=%2FJE-Oklahoma-Sooners-Universal-Wireless%2Fdp%2FB084Z2D79Z%2Fref%3Dsr_1_51_sspa%3Fdchild%3D1%26keywords%3Dchargers%26qid%3D1634926055%26sr%3D8-51-spons%26psc%3D1&qualifier=1634926055&id=1523329680210415&widgetName=sp_btf
Amazon,"Basics USB-C to Lightning Cable Cord, MFi Certified Charger for Apple iPhone 11/12, iPad, Red, 6-Ft ","Amazon Basics USB-C to Lightning Cable Cord, MFi Certified Charger for Apple iPhone 11/12, iPad, Red, 6-Ft ",$13.99,4.6 out of 5 stars,"11,288",https://www.amazon.com/AmazonBasics-Lightning-Certified-Charger-iPhone/dp/B07XS5958F/ref=sr_1_59?dchild=1&keywords=chargers&qid=1634926059&sr=8-59
BlackBerry,5 Pack -OEM Z30 USB Charger HDW-46445-001 - 5V - 850 mA ,BlackBerry 5 Pack -OEM Z30 USB Charger HDW-46445-001 - 5V - 850 mA ,$17.99,,,https://www.amazon.com/BlackBerry-Pack-OEM-Charger-HDW-46445-001/dp/B08FBX3C3N/ref=sr_1_66?dchild=1&keywords=chargers&qid=1634926063&sr=8-66
Samsung,15W Fast Charge 2.0 Wireless Charger Stand - Black (US Version with Warranty) ,Samsung 15W Fast Charge 2.0 Wireless Charger Stand - Black (US Version with Warranty) ,$49.99,4.5 out of 5 stars,"21,469",https://www.amazon.com/Samsung-Charge-Wireless-Charger-Stand/dp/B07VG9JMG1/ref=sr_1_89?dchild=1&keywords=chargers&qid=1634926066&sr=8-89
Amazon,"Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter, Not Compatible with iPhone 12) ","Amazon Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter, Not Compatible with iPhone 12) ",$17.30,4.3 out of 5 stars,418,https://www.amazon.com/AmazonBasics-Certified-Wireless-Charging-Stand/dp/B0874YN8B9/ref=sr_1_94?dchild=1&keywords=chargers&qid=1634926066&sr=8-94
Adaptive,"Fast Type C Charger Compatible Samsung Galaxy S21+ S21 Ultra 5G S9 S8 Plus S10 S10e S20 FE Note 8 9 10 20 Plus, 2 Pack Charging Adapter + 2 Pack 6.6ft USB-C Cables ","Adaptive Fast Type C Charger Compatible Samsung Galaxy S21+ S21 Ultra 5G S9 S8 Plus S10 S10e S20 FE Note 8 9 10 20 Plus, 2 Pack Charging Adapter + 2 Pack 6.6ft USB-C Cables ",$12.98,4.5 out of 5 stars,"10,151",https://www.amazon.com/Adaptive-Charger-Adapter-Compatible-Charging/dp/B082B2LZPM/ref=sr_1_102?dchild=1&keywords=chargers&qid=1634926070&sr=8-102
Samsung,15W Fast Charge 2.0 Wireless Charger Stand - Black (US Version with Warranty) ,Samsung 15W Fast Charge 2.0 Wireless Charger Stand - Black (US Version with Warranty) ,$49.99,4.5 out of 5 stars,"21,469",https://www.amazon.com/Samsung-Charge-Wireless-Charger-Stand/dp/B07VG9JMG1/ref=sr_1_114?dchild=1&keywords=chargers&qid=1634926074&sr=8-114
Amazon,"Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter, Not Compatible with iPhone 12) ","Amazon Basics 10W Qi Certified Wireless Charging Stand (No AC Adapter, Not Compatible with iPhone 12) ",$17.30,4.3 out of 5 stars,418,https://www.amazon.com/AmazonBasics-Certified-Wireless-Charging-Stand/dp/B0874YN8B9/ref=sr_1_122?dchild=1&keywords=chargers&qid=1634926074&sr=8-122
TALK,"WORKS iPhone Charger Lightning Cable 10ft Long Heavy Duty Cord MFI Certified for Apple iPhone 13, 12, 11 Pro/Max/Mini, XR, XS/Max, X, 8, 7, 6, 5, SE, iPad, AirPods, Watch - White ","TALK WORKS iPhone Charger Lightning Cable 10ft Long Heavy Duty Cord MFI Certified for Apple iPhone 13, 12, 11 Pro/Max/Mini, XR, XS/Max, X, 8, 7, 6, 5, SE, iPad, AirPods, Watch - White ",$12.99,4.2 out of 5 stars,"9,998",https://www.amazon.com/iPhone-Charger-Lightning-Cable-10ft/dp/B07QX893T7/ref=sr_1_172?dchild=1&keywords=chargers&qid=1634926087&sr=8-172
Wireless,"Charger, KEYMOX Qi-Certified for iPhone 12/12 Mini/12 Pro Max/SE, 11, 11 Pro, 11 Pro Max, XR, Xs Max, XS, X, 8, 8 Plus, 10W Fast-Charging Galaxy S20 S10 S9 S8, Note 10 Note 9(No AC Adapter) ","Wireless Charger, KEYMOX Qi-Certified for iPhone 12/12 Mini/12 Pro Max/SE, 11, 11 Pro, 11 Pro Max, XR, Xs Max, XS, X, 8, 8 Plus, 10W Fast-Charging Galaxy S20 S10 S9 S8, Note 10 Note 9(No AC Adapter) ",$12.26,4.1 out of 5 stars,"1,407",https://www.amazon.com/Keymox-Wireless-Charger-Certified-Charging/dp/B0835LSZKS/ref=sr_1_173?dchild=1&keywords=chargers&qid=1634926087&sr=8-173
Amazon,"Basics Coiled Cable Lightning Car Charger, 1.5 Foot, Black ","Amazon Basics Coiled Cable Lightning Car Charger, 1.5 Foot, Black ",$11.97,4.6 out of 5 stars,"14,246",https://www.amazon.com/AmazonBasics-Coiled-Cable-Lightning-Charger/dp/B071KBYFKS/ref=sr_1_174?dchild=1&keywords=chargers&qid=1634926087&sr=8-174
Belkin,"Wireless Charger - Qi-Certified 10W Max Fast Charging Pad - Quick Charge Cordless Flat Charger - Universal Qi Compatibility for iPhone, Samsung Galaxy, AirPods, Google Pixel, and More ","Belkin Wireless Charger - Qi-Certified 10W Max Fast Charging Pad - Quick Charge Cordless Flat Charger - Universal Qi Compatibility for iPhone, Samsung Galaxy, AirPods, Google Pixel, and More ",$14.99,4.1 out of 5 stars,115,https://www.amazon.com/Belkin-Wireless-Charger-Qi-Certified-Compatibility/dp/B094YXZ71J/ref=sr_1_185?dchild=1&keywords=chargers&qid=1634926091&sr=8-185
Fast,"Car Charger, 2Pack 3.4A Fast Charging Car Adapter Dual Port Cigarette Lighter USB Charger for iPhone 12 11 Pro Max SE XR XS X 8 7 6 6S Plus, Samsung Galaxy S21 S20 S10 S9 S8 A21 A10E A20 A51 A71 ","Fast Car Charger, 2Pack 3.4A Fast Charging Car Adapter Dual Port Cigarette Lighter USB Charger for iPhone 12 11 Pro Max SE XR XS X 8 7 6 6S Plus, Samsung Galaxy S21 S20 S10 S9 S8 A21 A10E A20 A51 A71 ",$8.99,4.6 out of 5 stars,471,https://www.amazon.com/Charger-Charging-Adapter-Cigarette-Lighter/dp/B08XBKX8ZS/ref=sr_1_277?dchild=1&keywords=chargers&qid=1634926115&sr=8-277
Belkin,"BoostCharge 15W Fast Wireless Charger Pad, with Included Wall Charger and Cable, Compatible with iPhone 13, 12, 11, Pro, Pro Max, Galaxy, Pixel and Other Qi Enabled Devices (White) ","Belkin BoostCharge 15W Fast Wireless Charger Pad, with Included Wall Charger and Cable, Compatible with iPhone 13, 12, 11, Pro, Pro Max, Galaxy, Pixel and Other Qi Enabled Devices (White) ",$39.99,4.3 out of 5 stars,668,https://www.amazon.com/Belkin-Wireless-Charger-Charging-WIA002/dp/B08DJ8Y2LK/ref=sr_1_284?dchild=1&keywords=chargers&qid=1634926115&sr=8-284
Manufacturer,Model,Description,Price,Rating,no. of reviews,url
mophie,"Wireless Charging Stand+ Wireless Charging Stand and pad with USB-A Port. for AirPods, Apple Watch, iPhone, Samsung Galaxy, Qi-Enabled Devices ","mophie Wireless Charging Stand+ Wireless Charging Stand and pad with USB-A Port. for AirPods, Apple Watch, iPhone, Samsung Galaxy, Qi-Enabled Devices ",$79.95,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A03239253T91EH7OOR1TL&url=%2FWireless-Charging-AirPods-Samsung-Qi-Enabled%2Fdp%2FB099BDNRJG%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926126%26sr%3D8-2-spons%26psc%3D1&qualifier=1634926126&id=6676006749722522&widgetName=sp_atf
Skullcandy,Venue Wireless ANC Over-Ear Headphone - Deep Red ,Skullcandy Venue Wireless ANC Over-Ear Headphone - Deep Red ,$179.99,4.5 out of 5 stars,"2,571",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08497791C8QP2QYE9LME&url=%2FVenue-Wireless-ANC-Over-Ear-Headphone%2Fdp%2FB07SG37JL9%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926126%26sr%3D8-12-spons%26psc%3D1&qualifier=1634926126&id=6676006749722522&widgetName=sp_mtf
Belkin,"Wireless Charger, BoostUp 5W Charging Pad Qi-Certified Compatible with iPhone 12, 12 Pro, 12 Pro Max, Mini 11, SE, AirPods, Galaxy, Note, and All Qi Enabled Devices, White ","Belkin Wireless Charger, BoostUp 5W Charging Pad Qi-Certified Compatible with iPhone 12, 12 Pro, 12 Pro Max, Mini 11, SE, AirPods, Galaxy, Note, and All Qi Enabled Devices, White ",$24.99,4.4 out of 5 stars,"3,189",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0842958ZP4HYKMJ8H66&url=%2FBelkin-Wireless-Charging-Qi-Certified-Compatible%2Fdp%2FB08WF8TC3R%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926126%26sr%3D8-17-spons%26psc%3D1&qualifier=1634926126&id=6676006749722522&widgetName=sp_mtf
Skullcandy,Barricade Mini Wireless Portable Speaker - Black ,Skullcandy Barricade Mini Wireless Portable Speaker - Black ,$37.73,4.5 out of 5 stars,733,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A07702271QNMH7L8KUWFF&url=%2FSkullcandy-Barricade-Bluetooth-Waterproof-Resistant%2Fdp%2FB01DWHPVRE%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926131%26sr%3D8-17-spons%26psc%3D1&qualifier=1634926131&id=366486093104572&widgetName=sp_atf_next
Skullcandy,Venue Wireless ANC Over-Ear Headphone - Deep Red ,Skullcandy Venue Wireless ANC Over-Ear Headphone - Deep Red ,$179.99,4.5 out of 5 stars,"2,571",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A08497791C8QP2QYE9LME&url=%2FVenue-Wireless-ANC-Over-Ear-Headphone%2Fdp%2FB07SG37JL9%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926131%26sr%3D8-18-spons%26psc%3D1&qualifier=1634926131&id=366486093104572&widgetName=sp_atf_next
mophie,"Wireless Charging Stand+ Wireless Charging Stand and pad with USB-A Port. for AirPods, Apple Watch, iPhone, Samsung Galaxy, Qi-Enabled Devices ","mophie Wireless Charging Stand+ Wireless Charging Stand and pad with USB-A Port. for AirPods, Apple Watch, iPhone, Samsung Galaxy, Qi-Enabled Devices ",$79.95,5.0 out of 5 stars,2,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A03239253T91EH7OOR1TL&url=%2FWireless-Charging-AirPods-Samsung-Qi-Enabled%2Fdp%2FB099BDNRJG%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926131%26sr%3D8-27-spons%26psc%3D1&qualifier=1634926131&id=366486093104572&widgetName=sp_mtf
Belkin,"Wireless Charger, BoostUp 5W Charging Pad Qi-Certified Compatible with iPhone 12, 12 Pro, 12 Pro Max, Mini 11, SE, AirPods, Galaxy, Note, and All Qi Enabled Devices, White ","Belkin Wireless Charger, BoostUp 5W Charging Pad Qi-Certified Compatible with iPhone 12, 12 Pro, 12 Pro Max, Mini 11, SE, AirPods, Galaxy, Note, and All Qi Enabled Devices, White ",$24.99,4.4 out of 5 stars,"3,189",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0842958ZP4HYKMJ8H66&url=%2FBelkin-Wireless-Charging-Qi-Certified-Compatible%2Fdp%2FB08WF8TC3R%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dpower%2Bbank%26qid%3D1634926131%26sr%3D8-28-spons%26psc%3D1&qualifier=1634926131&id=366486093104572&widgetName=sp_mtf
